tid	birth	sex	age	agegroup	place	area	region	country
aamot_ma_02	1894	F	90	B	Åmot	Hedmark	Østlandet	Norway
nesbyen_ma_01	1916	M	63	B	Nesbyen	Buskerud	Østlandet	Norway
skjaak_ma_02	1895	M	78	B	Skjåk	Oppland	Østlandet	Norway
maalselv_ma_03	NULL	M	0	B	Målselv	Troms	Nord-Norge	Norway
maalselv_ma_04	NULL	M	0	B	Målselv	Troms	Nord-Norge	Norway
maalselv_ma_05	NULL	F	0	B	Målselv	Troms	Nord-Norge	Norway
dalsbygda_01um	1992	M	20	A	Dalsbygda	Hedmark	Østlandet	Norway
dalsbygda_02uk	1993	F	19	A	Dalsbygda	Hedmark	Østlandet	Norway
dalsbygda_03gm	1935	M	76	B	Dalsbygda	Hedmark	Østlandet	Norway
dalsbygda_04gk	1939	F	72	B	Dalsbygda	Hedmark	Østlandet	Norway
east-iceland_03gm	1956	M	57	B	Egilsstadir	East Iceland	East Iceland	Iceland
east-iceland_04gk	1959	F	54	B	Egilsstadir	East Iceland	East Iceland	Iceland
east-iceland_01um	1988	M	25	A	Egilsstadir	East Iceland	East Iceland	Iceland
east-iceland_02uk	1988	F	25	A	Egilsstadir	East Iceland	East Iceland	Iceland
reykjanes-peninsula_04gk	1956	F	57	A	Njardvik	Reykjanes Peninsula	Reykjanes Peninsula	Iceland
reykjanes-peninsula_02uk	1993	F	20	B	Njardvik	Reykjanes Peninsula	Reykjanes Peninsula	Iceland
reykjanes-peninsula_03gm	1958	M	55	B	Njardvik	Reykjanes Peninsula	Reykjanes Peninsula	Iceland
reykjanes-peninsula_01um	1993	M	20	A	Njardvik	Reykjanes Peninsula	Reykjanes Peninsula	Iceland
reykjavik_11um	1988	M	25	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_12uk	1988	F	25	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_13gm	1963	M	50	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_14gk	1963	F	50	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_15uk	1990	F	23	A	Reykjavik	Reykjavik	Reykjavik	Iceland
south-iceland_02uk	1984	F	29	A	Selfoss	South Iceland	South Iceland	Iceland
reykjavik_17um	1991	M	22	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_18um	1991	M	22	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_16uk	1989	F	24	A	Reykjavik	Reykjavik	Reykjavik	Iceland
south-iceland_01um	1975	M	38	A	Selfoss	South Iceland	South Iceland	Iceland
south-iceland_04gk	1960	F	53	B	Hvolsvollur	South Iceland	South Iceland	Iceland
south-iceland_03gm	1958	M	55	B	Hvolsvollur	South Iceland	South Iceland	Iceland
west-iceland_04gk	1953	F	60	B	Stykkisholmur	West Iceland	West Iceland	Iceland
west-iceland_03gm	1952	M	61	B	Stykkisholmur	West Iceland	West Iceland	Iceland
toh_om_1	1940	M	60	B	Torhamn	Blekinge	Götaland	Sweden
toh_om_3	1936	M	64	B	Torhamn	Blekinge	Götaland	Sweden
toh_ym_3	1971	M	27	A	Torhamn	Blekinge	Götaland	Sweden
ars_OM_2	1920	M	78	B	Årstad-Heberg	Halland	Götaland	Sweden
ars_OM_3	1934	M	64	B	Årstad-Heberg	Halland	Götaland	Sweden
ars_OW_1	1944	F	54	B	Årstad-Heberg	Halland	Götaland	Sweden
ars_OW_2	1929	F	69	B	Årstad-Heberg	Halland	Götaland	Sweden
baraOM2	1923	M	75	B	Bara	Skåne	Götaland	Sweden
baraOW3	1924	F	74	B	Bara	Skåne	Götaland	Sweden
brobyOM1	NULL	M	NULL	B	Broby	Skåne	Götaland	Sweden
brobyOM2	1916	M	83	B	Broby	Skåne	Götaland	Sweden
brobyOM3	1931	M	68	B	Broby	Skåne	Götaland	Sweden
brobyOW2	1920	F	79	B	Broby	Skåne	Götaland	Sweden
lod_OM_2	1925	M	74	B	Löderup	Skåne	Götaland	Sweden
lod_OW_3	1932	F	67	B	Löderup	Skåne	Götaland	Sweden
LoderupOM1	1931	M	68	B	Löderup	Skåne	Götaland	Sweden
sorseleOW4	1929	F	69	B	Sorsele	Västerbotten	Lappland	Sweden
bykle_ma_01	0	M	0	B	Bykle	Telemark	Østlandet	Norway
bykle_ma_02	0	M	0	B	Bykle	Telemark	Østlandet	Norway
bykle_ma_03	0	M	0	B	Bykle	Telemark	Østlandet	Norway
fredrikstad_ma_01	1901	M	76	B	Fredrikstad	Østfold	Østlandet	Norway
gjesdal_ma_03	1876	M	92	B	Gjesdal	Rogaland	Vestlandet	Norway
gjesdal_ma_04	1883	M	85	B	Gjesdal	Rogaland	Vestlandet	Norway
narvik_04gk	1944	F	65	B	Narvik	Nordland	Nord-Norge	Norway
nysatraOM1	1920	M	79	B	Nysätra	Västerbotten	Norrland	Sweden
sar_om2	1933	M	66	B	Särna	Dalarna	Svealand	Sweden
sar_ow1	1933	F	66	B	Särna	Dalarna	Svealand	Sweden
sar_ow4	1935	F	64	B	Särna	Dalarna	Svealand	Sweden
sar_ym3	1972	M	27	A	Särna	Dalarna	Svealand	Sweden
sarnaOM1	1944	M	55	B	Särna	Dalarna	Svealand	Sweden
soegne_ma_02	1887	F	93	B	Søgne	Vest Agder	Sørlandet	Norway
thorsminde_61	1947	M	61	B	Thorsminde	NULL	NULL	Denmark
signaldalen_ma_02	1901	M	78	B	Signaldalen	Troms	Nord-Norge	Norway
kopavogur_01gk	NULL	F	0	B	Kopavogur	Reykjavik	Reykjavik	Iceland
kopavogur_02gm	NULL	M	0	B	Kopavogur	Reykjavik	Reykjavik	Iceland
north-iceland_02gk	NULL	F	0	B	North Iceland	North Iceland	North Iceland	Iceland
north-iceland_03gm	NULL	M	0	B	North Iceland	North Iceland	North Iceland	Iceland
reykjavik_21gk	NULL	F	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_22gm	NULL	M	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_23um	NULL	M	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_24um	NULL	M	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_25uk	NULL	F	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_26um	NULL	M	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_27gk	NULL	F	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_28gm	NULL	M	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_29gk	NULL	F	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_30gm	NULL	M	0	B	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_31uk	NULL	F	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
reykjavik_32um	NULL	M	0	A	Reykjavik	Reykjavik	Reykjavik	Iceland
